|Papel|Cotação|P/L|P/VP|PSR|Div.Yield|P/Ativo|P/Cap.Giro|P/EBIT|P/Ativ Circ.Liq|EV/EBIT|EV/EBITDA|Mrg Ebit|Mrg. Líq.|Liq. Corr.|ROIC|ROE|Liq.2meses|Patrim. Líq|Dív.Brut/ Patrim.|Cresc. Rec.5a
157|LFFE3|3.11|-3.92|3.26|0.0|0,00%|2.877|0.0|-21.18|0.0|-17.8|8.39|0,00%|0,00%|0.0|0,00%|-83,10%|0.0|51892000.0|0.0|0,00%
158|FBMC3|80.0|-3.78|-0.92|3.858|0,00%|1.384|-1.79|-2.85|-0.64|-3.31|-3.69|-135,59%|-101,97%|0.31|-64,70%|24,19%|0.0|-63552000.0|-0.15|-31,66%
159|CEED4|25.0|-3.78|-0.51|0.356|0,00%|0.223|7.08|3.36|-0.21|9.49|7.34|10,59%|-9,42%|1.09|8,89%|13,46%|304.88|-3354640000.0|-1.32|9,79%
160|TLCP4|34.11|-3.57|1.25|0.586|0,00%|0.379|-1.96|-18.91|-0.95|-36.16|-36.16|-3,10%|-16,40%|0.61|-2,52%|-35,04%|0.0|262979000.0|1.21|9,09%
161|ALPA4|9.68|-3.54|1.77|1.771|0,00%|1.045|2.99|146.85|11.03|159.35|28.0|1,21%|-50,01%|3.25|0,90%|-50,09%|39221600.0|3726780000.0|0.4|2,32%
162|ALPA3|9.56|-3.5|1.75|1.749|0,00%|1.032|2.95|145.03|10.89|157.53|27.68|1,21%|-50,01%|3.25|0,90%|-50,09%|40313.2|3726780000.0|0.4|2,32%
163|BRKM5|20.05|-3.49|4.0|0.227|0,00%|0.174|1.23|-9.13|-0.31|-22.33|11.31|-2,48%|-6,93%|1.53|-2,95%|-114,70%|103375000.0|3992000000.0|10.58|11,61%
164|KRSA3|0.75|-3.46|0.59|0.257|0,00%|0.123|0.89|2.06|-0.26|10.54|6.6|12,45%|-7,00%|1.93|7,09%|-16,99%|870612.0|986414000.0|2.78|55,29%
165|BRKM3|19.73|-3.44|3.94|0.223|0,00%|0.171|1.21|-8.99|-0.31|-22.18|11.23|-2,48%|-6,93%|1.53|-2,95%|-114,70%|606625.0|3992000000.0|10.58|11,61%
166|BECE3|9.1|-3.42|8.72|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|-255,20%|0.0|96496000.0|0.0|12,81%
167|CBAV3|5.22|-3.3|0.78|0.477|0,00%|0.255|1.34|-10.05|-0.81|-19.19|26.85|-4,74%|-13,03%|2.24|-3,07%|-23,80%|18883900.0|4331710000.0|1.05|-10,63%
168|BECE4|8.75|-3.29|8.38|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|-255,20%|0.0|96496000.0|0.0|12,81%
169|EPAR4|3.3|-3.15|0.61|0.107|0,00%|0.483|1.99|3.0|4.55|2.61|1.08|3,58%|-3,40%|4.26|17,32%|-19,42%|0.0|80079000.0|0.01|8,50%
170|TCSA3|2.39|-3.13|0.33|0.403|0,00%|0.115|0.48|-2.7|-0.73|-12.19|-14.04|-14,91%|-12,64%|1.93|-4,66%|-10,51%|306902.0|534525000.0|1.35|6,48%
171|SOMA3|6.08|-2.95|0.82|0.89|0,00%|0.509|3.01|7.53|24.21|9.35|6.31|11,82%|-30,17%|1.72|7,87%|-27,93%|86565600.0|5789540000.0|0.3|52,08%
172|PNOR5|1.87|-2.9|0.55|0.354|0,00%|0.205|0.7|8.52|-2.32|4.57|4.57|4,15%|-11,74%|2.5|3,61%|-18,84%|0.0|158071000.0|0.42|1,34%
173|PNOR6|1.87|-2.9|0.55|0.354|0,00%|0.205|0.7|8.52|-2.32|4.57|4.57|4,15%|-11,74%|2.5|3,61%|-18,84%|0.0|158071000.0|0.42|1,34%
174|CEED3|19.0|-2.87|-0.39|0.271|0,00%|0.169|5.38|2.55|-0.16|8.68|6.71|10,59%|-9,42%|1.09|8,89%|13,46%|283.02|-3354640000.0|-1.32|9,79%
175|STRP4|0.21|-2.85|-0.43|0.416|0,00%|0.111|-0.18|-0.45|-0.09|-1.15|-1.15|-91,82%|-14,58%|0.13|-25,49%|14,95%|0.0|-12498000.0|-0.66|-36,39%
176|DASA3|4.37|-2.82|0.45|0.231|0,00%|0.125|2.37|3.61|-0.28|13.44|5.55|6,40%|-8,13%|1.25|3,97%|-15,91%|2300320.0|7330430000.0|1.45|34,85%
177|ESTR3|7.6|-2.82|-0.12|0.383|0,00%|0.205|-0.1|-7.83|-0.09|-18.25|-24.51|-4,89%|-13,58%|0.17|-2,80%|4,12%|0.0|-529326000.0|-0.16|10,07%
178|MBLY3|2.25|-2.81|0.51|0.442|0,00%|0.3|0.92|-2.76|1.89|-1.42|-5.51|-16,02%|-15,71%|2.33|-15,56%|-18,08%|1575840.0|471027000.0|0.08|6,48%
179|BRKM6|15.89|-2.77|3.17|0.18|0,00%|0.138|0.98|-7.24|-0.25|-20.43|10.35|-2,48%|-6,93%|1.53|-2,95%|-114,70%|264.85|3992000000.0|10.58|11,61%
180|CVCB3|2.32|-2.67|2.01|0.851|0,00%|0.303|-6.89|16.78|-1.09|19.21|4.79|5,07%|-31,89%|0.93|2,85%|-75,15%|55598600.0|607959000.0|1.3|3,22%
181|LIXC3|1.75|-2.62|1.52|395.995|0,00%|0.069|0.28|-4.21|3.84|-6.37|-6.68|-9.413,21%|-14.386,80%|1.34|-1,90%|-57,85%|0.0|13842000.0|0.79|-75,90%
182|WEST3|1.19|-2.46|0.52|0.666|0,00%|0.376|0.96|-1.63|1.15|-0.1|-0.15|-40,86%|-27,12%|2.86|-46,93%|-21,04%|82336.0|255404000.0|0.06|-20,55%
183|BICB4|8.25|-2.43|2.21|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|-91,00%|0.0|944626000.0|0.0|-31,19%
184|GFSA3|5.18|-2.37|0.27|0.42|0,00%|0.09|0.31|-2.32|5.39|-10.45|-11.73|-18,08%|-17,71%|1.73|-4,10%|-11,45%|30705900.0|1706330000.0|1.07|25,58%
185|BICB3|8.0|-2.35|2.14|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|-91,00%|0.0|944626000.0|0.0|-31,19%
186|ARLA4|3.38|-2.21|-0.62|2.137|0,00%|0.442|-0.31|-6.74|-0.29|-17.87|-17.87|-31,72%|-96,55%|0.1|-13,71%|28,00%|0.0|-24319000.0|-1.02|-47,46%
187|LIXC4|1.45|-2.17|1.26|328.11|0,00%|0.057|0.23|-3.49|3.18|-5.65|-5.92|-9.413,21%|-14.386,80%|1.34|-1,90%|-57,85%|0.0|13842000.0|0.79|-75,90%
188|MMXM3|14.0|-2.17|-0.11|0.0|0,00%|0.71|-0.1|4.7|-0.09|18.64|18.64|0,00%|0,00%|0.01|25,93%|4,97%|0.0|-842661000.0|-0.32|-28,51%
189|OGXP3|1.63|-2.15|-0.98|0.0|0,00%|0.925|0.0|-16.46|0.0|-16.46|-16.46|0,00%|0,00%|0.0|0,00%|45,53%|0.0|-53901000.0|0.0|0,00%
190|VTLM3|0.79|-2.07|-0.65|390.404|0,00%|53.237|-0.72|-2.88|-0.64|-2.88|-2.94|-13.548,50%|-18.860,60%|0.0|521,70%|31,47%|0.0|-19776000.0|0.0|43,48%
191|DOTZ3|8.88|-1.94|-0.51|0.848|0,00%|0.417|-0.6|-4.25|-0.32|-4.46|83.29|-19,95%|-43,63%|0.42|-19,27%|26,31%|137960.0|-229934000.0|-0.44|8,18%
192|FIEI3|10.0|-1.91|0.3|9.377|0,00%|0.258|7.35|-3.58|-3.11|-3.16|-3.29|-261,71%|-497,29%|2.18|-7,53%|-15,81%|15995.1|80076000.0|0.0|-35,86%
193|MLAS3|1.93|-1.89|0.49|0.453|0,00%|0.29|0.57|-1.86|0.89|-1.6|-1.74|-24,28%|-23,90%|3.29|-22,15%|-25,99%|5892790.0|3217030000.0|0.25|2,89%
194|ARCZ3|3.66|-1.88|1.95|1.096|0,00%|0.369|1.53|9.5|-0.84|28.18|28.18|11,54%|-58,02%|2.86|4,03%|-103,98%|0.0|1934210000.0|3.92|0,75%
195|ARCZ6|3.63|-1.86|1.94|1.087|0,00%|0.366|1.52|9.42|-0.84|28.1|28.1|11,54%|-58,02%|2.86|4,03%|-103,98%|0.0|1934210000.0|3.92|0,75%
196|BISA3|1.58|-1.77|1.18|1.692|0,00%|0.321|0.86|-4.02|-7.64|-6.21|-9.28|-42,05%|-96,36%|2.22|-8,50%|-66,94%|0.0|1788370000.0|0.77|-24,23%
197|BCAL6|0.28|-1.7|-0.07|1.946|0,00%|13.03|-0.09|38.77|-0.07|452.65|452.65|5,02%|-114,49%|0.01|38,97%|4,10%|0.0|-290863000.0|-0.74|37,74%
198|DJON4|0.18|-1.7|0.22|-0.956|0,00%|0.166|-1.29|-1.42|-0.85|-1.98|-1.98|67,37%|56,33%|0.24|-12,02%|-12,84%|0.0|2702000.0|0.09|45,19%
199|SPRI6|11.0|-1.68|1.24|0.0|0,00%|1.196|2.33|-3.21|2.47|-2.86|-2.88|0,00%|0,00%|66.47|-42,86%|-73,82%|0.0|22420000.0|0.0|-7,33%
200|BLUT4|1.52|-1.66|0.14|0.0|0,00%|0.041|-0.22|-12.69|-0.06|-23.74|-23.74|0,00%|0,00%|0.0|-0,33%|-8,24%|10453.2|56569000.0|0.12|0,00%
201|AZUL4|10.96|-1.63|-0.18|0.206|0,00%|0.186|-0.39|1.86|-0.1|13.04|6.01|11,07%|-12,62%|0.34|12,56%|10,98%|169115000.0|-21327800000.0|-1.17|21,99%
202|IFCM3|0.75|-1.62|0.3|0.446|0,00%|0.139|4.57|-14.61|-0.69|-24.94|6.29|-3,05%|-27,49%|1.1|-1,34%|-18,20%|9469370.0|1619870000.0|0.47|69,71%
203|ARLA3|2.47|-1.62|-0.45|1.562|0,00%|0.323|-0.22|-4.92|-0.21|-16.06|-16.06|-31,72%|-96,55%|0.1|-13,71%|28,00%|0.0|-24319000.0|-1.02|-47,46%
204|SPRI3|10.51|-1.61|1.19|0.0|0,00%|1.143|2.23|-3.07|2.36|-2.72|-2.74|0,00%|0,00%|66.47|-42,86%|-73,82%|0.0|22420000.0|0.0|-7,33%
205|SDIA4|6.42|-1.59|9.41|0.397|0,00%|0.418|-3.29|9.53|-0.83|23.15|23.15|4,16%|-25,09%|0.78|5,89%|-590,66%|0.0|459230000.0|17.27|13,42%
206|SDIA3|6.42|-1.59|9.41|0.397|0,00%|0.418|-3.29|9.53|-0.83|23.15|23.15|4,16%|-25,09%|0.78|5,89%|-590,66%|0.0|459230000.0|17.27|13,42%
207|DUQE3|28.0|-1.58|-11.29|12.103|0,00%|0.428|-0.74|-1.65|-0.57|-2.7|-2.98|-732,92%|-767,60%|0.33|-28,21%|715,74%|0.0|-6987000.0|-7.19|-42,70%
208|CTSA3|2.78|-1.57|0.34|0.718|0,00%|0.122|1.5|-1.32|-0.37|-4.33|-5.33|-54,35%|-45,69%|1.37|-10,65%|-21,36%|17815.7|230512000.0|0.91|-24,78%
209|SPRI5|8.52|-1.3|0.96|0.0|0,00%|0.927|1.81|-2.49|1.91|-2.14|-2.15|0,00%|0,00%|66.47|-42,86%|-73,82%|0.0|22420000.0|0.0|-7,33%
210|AVLL3|3.78|-1.26|-0.94|1.556|0,00%|0.577|-1.35|10.81|-0.45|26.1|25.33|14,40%|-122,46%|0.43|6,33%|74,66%|7922.76|-782504000.0|-1.53|28,51%
211|IDVL4|2.67|-1.26|1.16|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|-91,76%|0.0|237683000.0|0.0|0,00%
212|PMET6|0.2|-1.21|-0.05|1.39|0,00%|9.307|-0.07|27.69|-0.05|441.57|441.57|5,02%|-114,49%|0.01|38,97%|4,10%|0.0|-290863000.0|-0.74|37,74%
213|VIVR3|2.98|-1.12|15.4|1.172|0,00%|0.257|9.31|-2.74|-0.49|-3.65|-3.74|-42,80%|-104,62%|1.06|-10,07%|-1.373,97%|337704.0|5293000.0|7.79|21,61%
214|GLOB4|30.49|-1.1|0.84|0.101|0,00%|0.091|-0.53|2.93|-0.19|9.37|4.36|3,44%|-9,10%|0.71|4,46%|-76,00%|0.0|3454000000.0|2.59|3,06%
215|LGLO4|100.0|-1.05|0.65|0.225|0,00%|0.192|-0.32|-1.24|-0.32|-2.13|-2.13|-18,10%|-21,47%|0.14|-18,37%|-62,51%|0.0|5191000.0|0.49|-11,42%
216|IDVL3|2.16|-1.02|0.93|0.0|0,00%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|-91,76%|0.0|237683000.0|0.0|0,00%
217|TRAD3|0.82|-0.94|0.81|4.255|0,00%|0.742|2.56|-3.19|2.63|-2.01|-3.07|-133,51%|-451,61%|4.84|-32,11%|-85,67%|728785.0|283949000.0|0.0|-23,23%
218|MWET3|11.11|-0.9|-3.95|0.085|0,00%|0.076|19.05|-2.23|-0.12|-10.03|-17.49|-3,82%|-9,44%|1.01|-3,69%|436,88%|27.1|-5792000.0|-13.84|16,20%
219|CTSA4|1.57|-0.89|0.19|0.405|0,00%|0.069|0.85|-0.75|-0.21|-3.75|-4.62|-54,35%|-45,69%|1.37|-10,65%|-21,36%|44004.4|230512000.0|0.91|-24,78%
220|DHBI3|19.0|-0.83|-0.17|0.869|0,00%|0.343|-0.16|-3.68|-0.13|-24.58|-59.55|-23,58%|-154,81%|0.12|-10,50%|21,03%|0.0|-456340000.0|-0.99|-23,62%
221|LETO5|2.06|-0.83|-0.14|0.0|0,00%|0.248|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|17,05%|0.0|-58642000.0|0.0|-17,38%
222|IENG3|0.15|-0.81|0.99|1.717|0,00%|0.11|-1.17|3.88|-0.3|25.11|25.11|44,29%|-224,61%|0.85|2,84%|-122,41%|0.0|52234000.0|5.45|8,13%
223|RDNI3|3.56|-0.8|0.35|0.389|0,00%|0.081|0.41|-1.73|-0.25|-7.9|-8.34|-22,47%|-48,65%|1.83|-5,04%|-43,52%|44230.9|445226000.0|1.44|12,71%
224|AGXY3|1.7|-0.78|0.26|0.031|0,00%|0.038|-0.49|1.38|-0.28|5.65|3.33|2,25%|-3,91%|0.9|5,38%|-33,60%|873288.0|1113380000.0|1.47|68,71%
225|FHER3|5.03|-0.75|36.04|0.051|0,00%|0.09|1.17|-0.73|-0.34|-0.68|-0.78|-7,00%|-6,77%|1.12|-26,24%|-4.802,49%|39563.4|7517000.0|3.42|48,54%
226|ESTR4|2.01|-0.74|-0.03|0.101|0,00%|0.054|-0.03|-2.07|-0.02|-12.49|-16.78|-4,89%|-13,58%|0.17|-2,80%|4,12%|14042.8|-529326000.0|-0.16|10,07%
227|LATM11|28.65|-0.68|0.02|0.006|0,00%|0.003|-0.02|0.05|0.0|7.74|7.74|11,46%|-0,39%|0.49|6,55%|-2,37%|0.0|11357000000.0|2.92|16,69%
228|CELM3|15.0|-0.67|-0.16|0.257|0,00%|0.132|-0.21|-1.02|-0.1|-4.26|-4.26|-25,14%|-38,36%|0.44|-15,60%|23,41%|0.0|-11104000.0|-0.66|5,80%
229|IENG5|0.12|-0.65|0.79|1.374|0,00%|0.088|-0.93|3.1|-0.24|24.33|24.33|44,29%|-224,61%|0.85|2,84%|-122,41%|0.0|52234000.0|5.45|8,13%
230|PCAR3|3.4|-0.62|0.36|0.086|0,00%|0.08|2.51|1.35|-0.17|2.73|1.42|6,38%|-13,43%|1.12|7,95%|-57,58%|56706600.0|4660000000.0|0.98|-30,94%
231|BRPR3|131.17|-0.57|0.05|0.695|1.202,89%|0.038|1.73|12.11|-0.49|-3.7|-2.55|5,74%|-123,98%|1.12|0,35%|-9,34%|0.0|1136910000.0|0.07|-25,05%
232|CTSA8|1.0|-0.57|0.12|0.258|0,00%|0.044|0.54|-0.48|-0.13|-3.48|-4.28|-54,35%|-45,69%|1.37|-10,65%|-21,36%|0.0|230512000.0|0.91|-24,78%
233|CTNM3|8.65|-0.56|1.1|0.22|0,00%|0.08|-0.26|-0.66|-0.14|-3.38|-4.59|-33,48%|-70,52%|0.49|-14,43%|-197,20%|2631.51|240294000.0|5.43|-4,20%
234|FRTA3|1.31|-0.49|-0.04|0.357|0,00%|0.088|-0.03|-0.68|-0.03|-17.74|-18.74|-52,65%|-72,29%|0.03|-18,02%|7,17%|3243.24|-75884000.0|-0.89|-6,51%
235|REEM4|4.63|-0.48|-0.08|0.197|0,00%|0.137|-0.14|-4.33|-0.07|-3.84|-6.01|-4,54%|-40,65%|0.45|4,61%|15,78%|0.0|-372708000.0|0.0|-13,59%
236|CCXC3|1.16|-0.48|-0.04|0.0|0,00%|0.185|0.0|-0.65|0.0|-0.52|-0.52|0,00%|0,00%|0.0|0,00%|7,85%|0.0|-52699000.0|0.0|0,00%
237|GOLL4|1.34|-0.46|-0.02|0.03|0,00%|0.034|-0.06|0.23|-0.02|4.3|2.56|13,02%|-6,51%|0.23|17,35%|5,28%|16141400.0|-23167100000.0|-0.46|15,90%
238|MWET4|5.27|-0.43|-1.87|0.04|0,00%|0.036|9.04|-1.06|-0.06|-8.86|-15.45|-3,82%|-9,44%|1.01|-3,69%|436,88%|7343.05|-5792000.0|-13.84|16,20%
239|DOCA3|11.0|-0.4|-0.03|-3.064|0,00%|0.03|-0.32|-0.26|-0.02|-6.86|-6.76|1.165,92%|636,17%|0.61|-12,48%|8,24%|0.0|-390317000.0|-0.82|-38,80%
240|FGUI4|0.38|-0.39|-0.07|0.507|0,00%|0.798|-0.07|-1.83|-0.06|-14.24|-14.24|-27,72%|-129,00%|0.04|-60,74%|17,32%|0.0|-222024000.0|-0.46|2,13%
241|SNSY5|6.49|-0.37|-0.03|0.056|0,00%|0.099|34.99|1.11|-0.02|4.37|3.29|5,11%|-15,52%|1.01|9,97%|7,00%|83848.3|-1945580000.0|-0.08|19,95%
242|WISA4|0.25|-0.35|-0.01|0.219|0,00%|0.029|-0.06|-0.31|-0.01|-19.27|-19.27|-71,41%|-62,75%|0.18|-9,78%|2,39%|0.0|-205386000.0|-0.52|-48,66%
243|LETO3|0.8|-0.32|-0.05|0.0|0,00%|0.096|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|17,05%|0.0|-58642000.0|0.0|-17,38%
244|WISA3|0.2|-0.28|-0.01|0.175|0,00%|0.023|-0.05|-0.25|-0.01|-19.21|-19.21|-71,41%|-62,75%|0.18|-9,78%|2,39%|0.0|-205386000.0|-0.52|-48,66%
245|BHIA3|7.03|-0.25|0.19|0.023|0,00%|0.021|-0.12|0.67|-0.04|7.12|3.31|3,44%|-9,10%|0.71|4,46%|-76,00%|54487000.0|3454000000.0|2.59|3,06%
246|PMAM4|5.84|-0.24|-0.08|0.34|0,00%|0.185|-0.1|-0.73|-0.06|-8.92|-11.41|-46,29%|-142,88%|0.1|-33,31%|32,91%|0.0|-4223510000.0|-0.88|-33,79%
247|OIBR4|1.87|-0.23|-0.05|0.127|0,00%|0.047|-0.19|-0.39|-0.03|-7.68|-14.94|-32,87%|-55,85%|0.54|-16,75%|19,88%|266659.0|-27318300000.0|-0.93|-12,50%
248|NEXP3|4.28|-0.22|-0.08|0.099|0,00%|0.095|-0.22|-0.34|-0.05|-1.91|-2.88|-29,27%|-41,61%|0.46|-30,84%|36,71%|12597.5|-137751000.0|-0.44|-1,61%
249|AMAR3|1.59|-0.21|233.46|0.066|0,00%|0.044|-0.16|30.74|-0.07|222.72|3.75|0,22%|-31,64%|0.59|0,19%|-111.510,00%|1107800.0|467000.0|1655.88|-8,33%
250|SEQL3|0.39|-0.18|1.29|0.204|0,00%|0.097|-0.33|-0.24|-0.14|-1.31|-1.72|-85,87%|-110,40%|0.42|-45,98%|-699,37%|5340660.0|117566000.0|6.1|13,69%
251|DOCA4|5.0|-0.18|-0.01|-1.393|0,00%|0.014|-0.15|-0.12|-0.01|-6.71|-6.62|1.165,92%|636,17%|0.61|-12,48%|8,24%|0.0|-390317000.0|-0.82|-38,80%
252|VVAR11|14.58|-0.18|0.13|0.016|0,00%|0.014|-0.08|0.47|-0.03|6.91|3.22|3,44%|-9,10%|0.71|4,46%|-76,00%|0.0|3454000000.0|2.59|3,06%
253|VVAR4|4.84|-0.18|0.13|0.016|0,00%|0.014|-0.08|0.46|-0.03|6.91|3.21|3,44%|-9,10%|0.71|4,46%|-76,00%|0.0|3454000000.0|2.59|3,06%
254|RPMG3|2.05|-0.17|-0.03|0.028|0,00%|0.023|-0.03|-0.14|-0.03|-0.14|-0.14|-20,57%|-16,72%|0.55|-17,50%|16,32%|18903.1|-5058390000.0|0.0|51,32%
255|DUQE4|2.95|-0.17|-1.19|1.275|0,00%|0.045|-0.08|-0.17|-0.06|-1.23|-1.35|-732,92%|-767,60%|0.33|-28,21%|715,74%|0.0|-6987000.0|-7.19|-42,70%
256|TEKA3|50.0|-0.17|-0.01|0.084|0,00%|0.021|-0.01|6.56|-0.01|148.91|68.33|1,29%|-50,91%|0.04|0,53%|7,32%|4737.56|-2070020000.0|-0.26|23,22%
257|OSAO4|8.98|-0.16|0.0|0.0|0,00%|0.0|0.0|-0.01|0.0|-13.5|8.35|-2,18%|-0,08%|0.45|-3,67%|0,17%|0.0|-409281000.0|-0.72|28,64%
258|FTRX3|0.13|-0.15|-0.02|0.206|0,00%|0.023|-0.04|-0.19|-0.01|-1.77|-2.27|-106,22%|-138,83%|0.06|-11,99%|13,50%|0.0|-154535000.0|-0.16|-31,25%
259|MNDL4|0.38|-0.14|0.01|0.001|0,00%|0.001|-0.01|0.01|0.0|5.0|4.22|10,22%|-0,82%|0.76|6,80%|-4,66%|0.0|146648000.0|2.93|15,92%
260|TEKA4|40.95|-0.14|-0.01|0.069|0,00%|0.018|-0.01|5.38|-0.01|147.72|67.78|1,29%|-50,91%|0.04|0,53%|7,32%|693.54|-2070020000.0|-0.26|23,22%
261|FTRX4|0.11|-0.13|-0.02|0.174|0,00%|0.019|-0.03|-0.16|-0.01|-1.74|-2.24|-106,22%|-138,83%|0.06|-11,99%|13,50%|0.0|-154535000.0|-0.16|-31,25%
262|PMAM3|2.68|-0.11|-0.04|0.156|0,00%|0.085|-0.04|-0.34|-0.03|-8.52|-10.9|-46,29%|-142,88%|0.1|-33,31%|32,91%|630144.0|-4223510000.0|-0.88|-33,79%
263|MEND6|9.5|-0.1|-0.01|61.906|0,00%|0.104|-0.03|-0.15|-0.01|-19.98|-19.99|-40.895,10%|-63.130,80%|0.0|-68,88%|6,28%|0.0|-15892700000.0|-0.81|-0,68%
264|FBMC4|1.96|-0.09|-0.02|0.095|0,00%|0.034|-0.04|-0.07|-0.02|-0.53|-0.59|-135,59%|-101,97%|0.31|-64,70%|24,19%|0.0|-63552000.0|-0.15|-31,66%
265|OIBR3|0.75|-0.09|-0.02|0.051|0,00%|0.019|-0.08|-0.16|-0.01|-7.45|-14.49|-32,87%|-55,85%|0.54|-16,75%|19,88%|9712880.0|-27318300000.0|-0.93|-12,50%
266|CTNM4|1.12|-0.07|0.14|0.029|0,00%|0.01|-0.03|-0.09|-0.02|-2.81|-3.81|-33,48%|-70,52%|0.49|-14,43%|-197,20%|72000.7|240294000.0|5.43|-4,20%
267|TENE7|9.8|-0.07|-0.01|53.9|0,00%|0.112|-2.79|-1.38|-0.01|-1.38|-3.29|-3.913,64%|-78.077,30%|0.0|-8,32%|14,08%|0.0|-121983000.0|0.0|0,00%
268|MEND5|6.5|-0.07|0.0|42.357|0,00%|0.071|-0.02|-0.1|0.0|-19.93|-19.94|-40.895,10%|-63.130,80%|0.0|-68,88%|6,28%|0.0|-15892700000.0|-0.81|-0,68%
269|VPTA4|10.5|-0.07|-0.01|0.26|0,00%|0.054|-0.02|-0.13|-0.01|-6.89|-6.89|-193,57%|-396,38%|0.23|-45,00%|10,11%|0.0|-867658000.0|-0.34|-58,91%
270|VPSC4|9.99|-0.05|4.3|0.029|0,00%|0.033|-0.06|-0.13|-0.06|-0.2|-0.2|-22,82%|-55,90%|0.43|-28,56%|-8.246,83%|0.0|1232000.0|6.15|-10,02%
271|SGPS3|0.74|-0.05|0.22|0.037|0,00%|0.014|-0.04|-0.09|-0.02|-2.15|-2.78|-42,31%|-77,23%|0.45|-20,14%|-470,13%|212845.0|165504000.0|6.43|-1,31%
272|VAGV3|1.14|-0.05|-0.01|0.014|0,00%|0.037|-0.08|-0.27|-0.01|-8.9|-8.9|-5,08%|-29,29%|0.52|-15,14%|20,73%|0.0|-8194580000.0|-0.31|1,06%
273|DHBI4|1.01|-0.04|-0.01|0.046|0,00%|0.018|-0.01|-0.2|-0.01|-21.09|-51.1|-23,58%|-154,81%|0.12|-10,50%|21,03%|0.0|-456340000.0|-0.99|-23,62%
274|VAGV4|1.02|-0.04|-0.01|0.012|0,00%|0.033|-0.07|-0.24|-0.01|-8.87|-8.87|-5,08%|-29,29%|0.52|-15,14%|20,73%|0.0|-8194580000.0|-0.31|1,06%
275|RCTB33|57.0|-0.04|0.0|0.012|0,00%|0.001|0.0|-0.02|-0.01|3.57|20.7|-73,50%|-30,55%|5.73|-11,44%|-8,93%|0.0|1425650000.0|0.07|18,43%
276|GAFP3|0.12|-0.04|-0.01|0.372|0,00%|0.015|-0.09|-0.48|-0.01|-46.92|-46.92|-77,57%|-981,28%|0.51|-3,21%|38,79%|0.0|-80712500.0|-1.43|-58,09%
277|ARTE3|7.7|-0.04|-0.04|0.0|0,00%|0.103|0.0|-0.52|0.0|-15.85|-15.85|0,00%|0,00%|0.0|0,00%|102,90%|0.0|-33570000.0|0.0|-64,35%
278|TROR3|2.63|-0.03|-0.01|0.598|0,00%|0.532|-0.01|-6.57|-0.01|-728.92|-728.92|-9,11%|-1.745,52%|0.01|-9,77%|21,14%|0.0|-1959650000.0|-0.8|6,34%
279|VPSC3|6.03|-0.03|2.59|0.017|0,00%|0.02|-0.03|-0.08|-0.04|-0.15|-0.15|-22,82%|-55,90%|0.43|-28,56%|-8.246,83%|0.0|1232000.0|6.15|-10,02%
280|VPTA3|5.0|-0.03|0.0|0.124|0,00%|0.026|-0.01|-0.06|0.0|-6.82|-6.82|-193,57%|-396,38%|0.23|-45,00%|10,11%|0.0|-867658000.0|-0.34|-58,91%
281|ARTE4|6.81|-0.03|-0.03|0.0|0,00%|0.091|0.0|-0.46|0.0|-15.79|-15.79|0,00%|0,00%|0.0|0,00%|102,90%|0.0|-33570000.0|0.0|-64,35%
282|AMER3|0.54|-0.03|-0.02|0.028|0,00%|0.021|-0.01|-0.07|-0.01|-2.86|-3.35|-39,45%|-99,25%|0.22|-48,06%|54,76%|8394200.0|-31185000000.0|-0.72|36,25%
283|RCTB31|41.0|-0.03|0.0|0.008|0,00%|0.001|0.0|-0.01|0.0|3.57|20.73|-73,50%|-30,55%|5.73|-11,44%|-8,93%|0.0|1425650000.0|0.07|18,43%
284|RCTB41|33.51|-0.02|0.0|0.007|0,00%|0.001|0.0|-0.01|0.0|3.58|20.74|-73,50%|-30,55%|5.73|-11,44%|-8,93%|0.0|1425650000.0|0.07|18,43%
285|RPMG4|0.26|-0.02|0.0|0.004|0,00%|0.003|0.0|-0.02|0.0|-0.02|-0.02|-20,57%|-16,72%|0.55|-17,50%|16,32%|0.0|-5058390000.0|0.0|51,32%
286|TROR4|1.56|-0.02|0.0|0.355|0,00%|0.316|0.0|-3.9|0.0|-726.24|-726.24|-9,11%|-1.745,52%|0.01|-9,77%|21,14%|0.0|-1959650000.0|-0.8|6,34%
287|GAFP4|0.05|-0.02|-0.01|0.155|0,00%|0.006|-0.04|-0.2|0.0|-46.65|-46.65|-77,57%|-981,28%|0.51|-3,21%|38,79%|0.0|-80712500.0|-1.43|-58,09%
